"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000162923.17",7.13694093395981,-0.976017032998733,0.380375990997707,-2.5555822202915,0.0106010312928819,0.252394031679888
"ENSG00000266618.1",9.77529393288413,0.23300827138961,0.424239965605987,0.689218299538341,0.490685902638598,0.887964602099074
"ENSG00000143786.8",0.372599074542824,-0.121230375905207,0.409624997347436,-0.344344432011613,0.730587273130718,NA
"ENSG00000229991.1",0,NA,NA,NA,NA,NA
"ENSG00000233384.3",0,NA,NA,NA,NA,NA
"ENSG00000234247.1",0,NA,NA,NA,NA,NA
"ENSG00000286174.1",0,NA,NA,NA,NA,NA
"ENSG00000229400.1",0,NA,NA,NA,NA,NA
"ENSG00000225334.3",0,NA,NA,NA,NA,NA
"ENSG00000286719.1",0,NA,NA,NA,NA,NA
"ENSG00000185842.16",1.09275563026413,-0.590030388420664,0.567082985080697,-1.02433253198903,0.305678237124036,NA
"ENSG00000143815.15",5.23001571496309,0.22119745986555,0.435887321995293,0.517771426616174,0.604617756448556,0.926500924795209
"ENSG00000234476.3",0,NA,NA,NA,NA,NA
"ENSG00000282418.1",0,NA,NA,NA,NA,NA
"ENSG00000154380.17",5.20869603893795,0.352577072268286,0.423467305931263,0.841497168107042,0.40006947083886,0.844995678450178
"ENSG00000227496.3",0,NA,NA,NA,NA,NA
"ENSG00000226349.1",0,NA,NA,NA,NA,NA
"ENSG00000223306.2",0,NA,NA,NA,NA,NA
"ENSG00000143742.14",1.36478820496803,-0.272155156815695,0.563307942918876,-0.374645059365363,0.707924457183574,NA
"ENSG00000234112.2",0,NA,NA,NA,NA,NA
"ENSG00000143819.13",4.29680194663741,0.149202981975803,0.466084657527006,0.335669094229046,0.737120414122162,0.966051747874554
"ENSG00000242861.1",0.247274983260957,0.132708479710862,0.365503007126095,0.315977425203042,0.752019643050547,NA
"ENSG00000196187.12",7.10692029534057,0.2044650028512,0.37672989796595,0.54349521407136,0.586788885177761,0.91671192057715
"ENSG00000243709.1",0,NA,NA,NA,NA,NA
"ENSG00000255835.1",0,NA,NA,NA,NA,NA
"ENSG00000143811.19",0.933909223681735,0.337325344023767,0.54397430315617,0.293776631149098,0.768928593179401,NA
"ENSG00000284519.1",0,NA,NA,NA,NA,NA
"ENSG00000248322.1",0,NA,NA,NA,NA,NA
"ENSG00000143768.13",0,NA,NA,NA,NA,NA
"ENSG00000213032.3",0,NA,NA,NA,NA,NA
"ENSG00000143751.10",2.77685854047776,-0.544951077301211,0.491734374859035,-1.11347945308272,0.265502568043338,NA
"ENSG00000272562.2",0.229641815047629,0.132708482070737,0.365503007117676,0.30037415720803,0.763891773645293,NA
"ENSG00000163041.13",0.560116179203039,0.496511118197149,0.49939949143577,0.949467593213286,0.342382846561569,NA
"ENSG00000225518.3",0,NA,NA,NA,NA,NA
"ENSG00000270598.1",0,NA,NA,NA,NA,NA
"ENSG00000182827.9",3.20087833102148,0.280040335264493,0.472021455080241,0.579760908146464,0.562075862931017,0.907521803401359
"ENSG00000234478.1",0,NA,NA,NA,NA,NA
"ENSG00000223570.2",0,NA,NA,NA,NA,NA
"ENSG00000185155.12",0,NA,NA,NA,NA,NA
"ENSG00000183814.16",0.380606051769374,0.196826491561895,0.365961817355307,0.508991709822233,0.610758035050701,NA
"ENSG00000236994.1",0,NA,NA,NA,NA,NA
"ENSG00000275406.1",0,NA,NA,NA,NA,NA
"ENSG00000143799.14",2.82659042277255,-0.756733210547677,0.503336763265021,-1.48370640100775,0.137886827400015,NA
"ENSG00000270287.1",0,NA,NA,NA,NA,NA
"ENSG00000229965.1",0.1076769799345,0.0840618578623552,0.365178464225801,0.221954950214362,0.824348953114243,NA
"ENSG00000223282.1",0.201420216743791,0.0232791916938206,0.36538186435145,0.0735397205983033,0.941376637160175,NA
"ENSG00000177770.11",0,NA,NA,NA,NA,NA
"ENSG00000287627.1",0,NA,NA,NA,NA,NA
"ENSG00000203685.10",0,NA,NA,NA,NA,NA
"ENSG00000143772.10",0.895472810197816,-0.181222851670982,0.546374227961383,-0.147503169475471,0.882734878214884,NA
"ENSG00000228382.1",0,NA,NA,NA,NA,NA
"ENSG00000228548.1",0,NA,NA,NA,NA,NA
"ENSG00000238183.2",0,NA,NA,NA,NA,NA
"ENSG00000287259.1",0,NA,NA,NA,NA,NA
"ENSG00000143801.18",0.201692695583587,0.0167471820639935,0.36555128846308,0.046409113020026,0.962984173201039,NA
"ENSG00000288674.1",0,NA,NA,NA,NA,NA
"ENSG00000163050.18",0.154684837759043,0.0454299784738295,0.365398375405985,0.125229461331694,0.900341894061012,NA
"ENSG00000228525.1",0,NA,NA,NA,NA,NA
"ENSG00000143776.19",5.27424882483455,-0.298212879481249,0.425075196838473,-0.70265731123628,0.482269337112254,0.886937265216077
"ENSG00000233706.1",0,NA,NA,NA,NA,NA
"ENSG00000287532.1",0,NA,NA,NA,NA,NA
"ENSG00000228625.1",0,NA,NA,NA,NA,NA
"ENSG00000228729.1",0,NA,NA,NA,NA,NA
"ENSG00000236636.2",0,NA,NA,NA,NA,NA
"ENSG00000287525.1",0,NA,NA,NA,NA,NA
"ENSG00000234277.3",0.114555342070032,-0.0837842345095505,0.365131543428811,-0.267318869665904,0.789223659356412,NA
"ENSG00000232864.1",0.89001111053366,0.00107880959744082,0.558332918788939,0.0189341410452765,0.984893643802358,NA
"ENSG00000242757.1",0,NA,NA,NA,NA,NA
"ENSG00000224834.1",0.085482194565138,-0.0824243470944037,0.365061034087844,-0.236397224459135,0.813124449729345,NA
"ENSG00000237193.1",0,NA,NA,NA,NA,NA
"ENSG00000278180.1",0,NA,NA,NA,NA,NA
"ENSG00000237469.2",0,NA,NA,NA,NA,NA
"ENSG00000235827.2",0,NA,NA,NA,NA,NA
"ENSG00000227711.3",0,NA,NA,NA,NA,NA
"ENSG00000287205.1",0,NA,NA,NA,NA,NA
"ENSG00000202264.1",8.23815357410571,-0.581950749592048,0.397830043768356,-1.4692432789136,0.141766815401114,0.664446398252396
"ENSG00000181450.18",0.184052928910036,-0.0309283190481021,0.365293507437882,-0.096927093979822,0.9227842922222,NA
"ENSG00000225934.2",0,NA,NA,NA,NA,NA
"ENSG00000215812.5",0,NA,NA,NA,NA,NA
"ENSG00000143740.15",0.454575039195841,0.220672275694754,0.472352534763598,0.476263577382979,0.633886610326436,NA
"ENSG00000081692.13",0.148990002909593,0.0840618578623551,0.365178464225801,0.24323625007319,0.807822386442217,NA
"ENSG00000230005.2",0.114555342070032,-0.0837842345095505,0.365131543428811,-0.267318869665904,0.789223659356412,NA
"ENSG00000286389.1",0.0896760825736345,-0.0824243470944037,0.365061034087844,-0.236397224459135,0.813124449729345,NA
"ENSG00000185888.5",0,NA,NA,NA,NA,NA
"ENSG00000143816.8",4.14097925362346,0.257815977480613,0.484048003589713,0.551908574386968,0.581010993489356,0.91671192057715
"ENSG00000264483.1",0.190303025884687,0.0840618539877141,0.36517846424362,0.299946978589382,0.764217599383669,NA
"ENSG00000233003.4",0,NA,NA,NA,NA,NA
"ENSG00000274886.1",0,NA,NA,NA,NA,NA
"ENSG00000154342.6",0,NA,NA,NA,NA,NA
"ENSG00000276255.2",0.0776578794322654,0.029817332983404,0.365076108682288,0.0728839583212187,0.941898459395009,NA
"ENSG00000143761.16",9.49228595363263,-0.0792086414232286,0.350089111166435,-0.221310721062169,0.82485050274303,0.972214793987735
"ENSG00000284163.1",0,NA,NA,NA,NA,NA
"ENSG00000143793.13",1.24079347603608,0.357893497860541,0.489874257915452,0.719044546323144,0.472113473097946,NA
"ENSG00000162910.19",0.818410574433267,-0.326361746788319,0.541190131018095,-0.628689610088482,0.52955228147696,NA
"ENSG00000224566.2",0.0780841399365377,-0.0824243470944037,0.365061034087844,-0.236397224459135,0.813124449729345,NA
"ENSG00000287895.1",0,NA,NA,NA,NA,NA
"ENSG00000280157.1",0,NA,NA,NA,NA,NA
"ENSG00000227625.2",0,NA,NA,NA,NA,NA
"ENSG00000143774.17",4.95127852856131,0.693194684710424,0.422089222383648,1.63531114089889,0.101983839264861,0.621041372440859
"ENSG00000198835.4",0.188546145632788,-0.0837842380389938,0.365131543445554,-0.26731887662656,0.789223653997545,NA
"ENSG00000203684.5",0.0896760825736345,-0.0824243470944037,0.365061034087844,-0.236397224459135,0.813124449729345,NA
"ENSG00000181873.13",1.41731826958359,-0.061750389945478,0.565607741512437,-0.182955596402959,0.854832859402632,NA
"ENSG00000162913.10",0,NA,NA,NA,NA,NA
"ENSG00000154358.23",1.3989836082072,0.184898520801358,0.565786279741395,0.530959725252397,0.595446688562705,NA
"ENSG00000269934.3",0.0780841399365377,-0.0824243470944037,0.365061034087844,-0.236397224459135,0.813124449729345,NA
"ENSG00000270110.2",0.188546145632788,-0.0837842380389938,0.365131543445554,-0.26731887662656,0.789223653997545,NA
"ENSG00000286773.1",0,NA,NA,NA,NA,NA
"ENSG00000287315.1",0,NA,NA,NA,NA,NA
"ENSG00000270104.1",0,NA,NA,NA,NA,NA
"ENSG00000154370.16",2.01729860653787,-0.135475812643549,0.547065434967107,-0.236001634362381,0.813431401955984,NA
"ENSG00000270094.1",0,NA,NA,NA,NA,NA
"ENSG00000284311.1",0,NA,NA,NA,NA,NA
"ENSG00000231563.2",0,NA,NA,NA,NA,NA
"ENSG00000162931.12",0,NA,NA,NA,NA,NA
"ENSG00000168148.4",0,NA,NA,NA,NA,NA
"ENSG00000230841.2",0,NA,NA,NA,NA,NA
"ENSG00000181218.5",0.677112655505742,-0.171223726318103,0.521055475667544,-0.454118647164152,0.649743432627561,NA
"ENSG00000196890.4",0.572446992234073,-0.0783984966580421,0.511993345721474,-0.121351280966243,0.903412803764465,NA
"ENSG00000266174.1",0,NA,NA,NA,NA,NA
"ENSG00000181201.3",0,NA,NA,NA,NA,NA
"ENSG00000279306.1",0.239173349334015,0.173038576695185,0.3657177875907,0.443175674216982,0.657638672539069,NA
"ENSG00000168159.14",3.03926859835379,-0.0724140662762053,0.487763774348485,-0.155927738591708,0.876089980493944,0.979897701581098
"ENSG00000215811.6",0,NA,NA,NA,NA,NA
"ENSG00000202056.1",4.66521359980802,0.731116839060397,0.459736843493695,1.61816498851738,0.105627045927279,0.628920568542681
"ENSG00000251823.2",0,NA,NA,NA,NA,NA
"ENSG00000199352.1",0,NA,NA,NA,NA,NA
"ENSG00000201588.1",0,NA,NA,NA,NA,NA
"ENSG00000199337.1",0.0265202916086958,-0.0697790832525442,0.365063658795212,-0.184250255011182,0.853817136477877,NA
"ENSG00000200381.1",0,NA,NA,NA,NA,NA
"ENSG00000199396.1",0,NA,NA,NA,NA,NA
"ENSG00000200624.1",0.170964389130276,-0.143164610462182,0.365280476736543,-0.411026479016306,0.681053118744268,NA
"ENSG00000202521.1",0,NA,NA,NA,NA,NA
"ENSG00000200343.1",0,NA,NA,NA,NA,NA
"ENSG00000201321.1",37.782863499306,-1.48865429568205,0.516496198815634,-2.91143673610632,0.00359770755069667,0.144175665377942
"ENSG00000199910.1",0,NA,NA,NA,NA,NA
"ENSG00000199334.1",0,NA,NA,NA,NA,NA
"ENSG00000199270.1",0,NA,NA,NA,NA,NA
"ENSG00000202526.1",0,NA,NA,NA,NA,NA
"ENSG00000201355.1",0.0694975868400034,0.0311707364154572,0.365003123313856,0.101668322134194,0.919019947095521,NA
"ENSG00000201925.1",0,NA,NA,NA,NA,NA
"ENSG00000202257.1",0,NA,NA,NA,NA,NA
"ENSG00000200370.1",0.0265202916086958,-0.0697790832525442,0.365063658795212,-0.184250255011182,0.853817136477877,NA
"ENSG00000212237.1",0.0538384899672498,0.0311707364154572,0.365003123313856,0.101668322134193,0.919019947095521,NA
"ENSG00000183929.7",0,NA,NA,NA,NA,NA
"ENSG00000206878.1",0,NA,NA,NA,NA,NA
"ENSG00000234975.6",0.870986820324715,-0.142692909948836,0.556258886676601,-0.240068700911689,0.810276997813833,NA
"ENSG00000116574.6",0.476835255754824,-0.0964245920415165,0.46356754062525,-0.251776389473069,0.801213908005299,NA
"ENSG00000271475.1",0,NA,NA,NA,NA,NA
"ENSG00000271399.1",0,NA,NA,NA,NA,NA
"ENSG00000282111.1",0,NA,NA,NA,NA,NA
"ENSG00000229840.2",0,NA,NA,NA,NA,NA
"ENSG00000236975.2",0,NA,NA,NA,NA,NA
"ENSG00000233920.2",0,NA,NA,NA,NA,NA
"ENSG00000177800.2",0,NA,NA,NA,NA,NA
"ENSG00000177788.6",0.154306138754349,0.0826885635324593,0.365243879481259,0.241997260870822,0.808782285671001,NA
"ENSG00000168118.12",5.43679943423675,-0.152339675607776,0.438056965491385,-0.327396423913887,0.743368070868004,0.967061525577901
"ENSG00000237481.1",0.1076769799345,0.0840618578623552,0.365178464225801,0.221954950214362,0.824348953114243,NA
"ENSG00000154429.11",1.31963232902271,-0.7278788732476,0.565335374316344,-1.23862780642644,0.21548336552591,NA
"ENSG00000252506.1",0,NA,NA,NA,NA,NA
"ENSG00000252051.1",0,NA,NA,NA,NA,NA
"ENSG00000230331.1",0,NA,NA,NA,NA,NA
"ENSG00000143632.15",1.56647755493384,0.53279104476787,0.559439304870362,0.985364859788482,0.324444884031446,NA
"ENSG00000069248.12",3.15742999765763,-0.373767589224566,0.487820620488807,-0.806694812001479,0.419842333836088,0.8545034337828
"ENSG00000226920.1",0,NA,NA,NA,NA,NA
"ENSG00000223635.2",0.170290746479484,-0.0309283171874798,0.365293507429994,-0.096927093074521,0.922784292941141,NA
"ENSG00000135776.5",0.249851621305571,-0.120631143488672,0.365623918961021,-0.287934289485037,0.773397038666593,NA
"ENSG00000199672.1",0,NA,NA,NA,NA,NA
"ENSG00000201492.1",0.0538384899672498,0.0311707364154572,0.365003123313856,0.101668322134193,0.919019947095521,NA
"ENSG00000229367.1",0,NA,NA,NA,NA,NA
"ENSG00000135801.10",1.00261822121574,-0.0818650405226263,0.56702022964551,-0.134617691153448,0.892914153415201,NA
"ENSG00000135763.10",1.41403870580863,0.669523580695663,0.567082601243581,0.947664843266791,0.34330010404771,NA
"ENSG00000213028.3",0.0265202916086958,-0.0697790832525442,0.365063658795212,-0.184250255011182,0.853817136477877,NA
"ENSG00000225984.1",0,NA,NA,NA,NA,NA
"ENSG00000227043.3",0,NA,NA,NA,NA,NA
"ENSG00000228058.2",0,NA,NA,NA,NA,NA
"ENSG00000143641.10",5.70530964846792,-0.548193054199979,0.396852752084369,-1.38301620146653,0.166659898203695,0.69909512097483
"ENSG00000227006.2",0.0960178784486992,-0.0121125624503364,0.365211339127371,-0.0324715425370228,0.974096009823412,NA
"ENSG00000224407.1",0,NA,NA,NA,NA,NA
"ENSG00000177614.11",3.30018640146024,-0.0470111540797237,0.510155564593823,-0.122702493329712,0.902342689396958,0.9878458105081
"ENSG00000282564.1",0,NA,NA,NA,NA,NA
"ENSG00000232964.2",0,NA,NA,NA,NA,NA
"ENSG00000235817.2",0,NA,NA,NA,NA,NA
"ENSG00000135775.14",2.01147115098236,-0.465774547791649,0.551538368947581,-0.876235559735864,0.380901988747271,NA
"ENSG00000135744.9",1.43574146738123,0.16606472478003,0.566594193389011,0.31913556824276,0.749623713160471,NA
"ENSG00000244137.1",0,NA,NA,NA,NA,NA
"ENSG00000135773.13",0,NA,NA,NA,NA,NA
"ENSG00000202063.1",0,NA,NA,NA,NA,NA
"ENSG00000225656.1",0,NA,NA,NA,NA,NA
"ENSG00000119280.17",1.58542097876587,0.403711855709948,0.552107648072023,0.671449172263166,0.501934428812541,NA
"ENSG00000223393.2",0,NA,NA,NA,NA,NA
"ENSG00000288037.1",0,NA,NA,NA,NA,NA
"ENSG00000287395.1",0,NA,NA,NA,NA,NA
"ENSG00000240502.2",0,NA,NA,NA,NA,NA
"ENSG00000143643.13",0.820954181972957,-0.0718968468713545,0.546615618209422,-0.140053534126731,0.888617693046794,NA
"ENSG00000173409.14",0,NA,NA,NA,NA,NA
"ENSG00000182118.8",0.284564024081488,-0.0727337840472216,0.378863266931761,-0.192855763209341,0.847071930417985,NA
"ENSG00000283799.1",0,NA,NA,NA,NA,NA
"ENSG00000227934.1",0.141075633678728,-0.123882759017045,0.365310394922599,-0.3415825387046,0.732665079726621,NA
"ENSG00000229595.1",0.085482194565138,-0.0824243470944037,0.365061034087844,-0.236397224459135,0.813124449729345,NA
"ENSG00000119283.16",0,NA,NA,NA,NA,NA
"ENSG00000235710.6",0.0265202916086958,-0.0697790832525442,0.365063658795212,-0.184250255011182,0.853817136477877,NA
"ENSG00000143633.13",0.704626746052341,0.239346066110544,0.535193223213923,0.517107782725643,0.605080921029741,NA
"ENSG00000116906.13",2.77707107747085,-0.404916246725834,0.490384899464297,-0.812842359151507,0.416308445808719,NA
"ENSG00000222407.1",0,NA,NA,NA,NA,NA
"ENSG00000116903.7",0.956104719181791,-0.481020910955038,0.559210721184474,-0.735918380084457,0.461780370910724,NA
"ENSG00000010072.16",0.612178124682454,-0.056669112289733,0.496352063103083,-0.107648075431774,0.914274859858084,NA
"ENSG00000287450.1",0,NA,NA,NA,NA,NA
"ENSG00000135766.9",1.317086322434,-0.32051996463454,0.565412873152661,-0.648003013412543,0.516983001256226,NA
"ENSG00000287856.1",0,NA,NA,NA,NA,NA
"ENSG00000223982.3",0.085482194565138,-0.0824243470944037,0.365061034087844,-0.236397224459135,0.813124449729345,NA
"ENSG00000233461.6",0.0951515129423435,0.0311707364154572,0.365003123313856,0.101668322134193,0.919019947095521,NA
"ENSG00000116918.15",2.0363198569437,-0.0171898601061024,0.536380750794457,-0.0262288613791012,0.979074795745779,NA
"ENSG00000270106.6",0.0743260561830977,0.029817332983404,0.365076108682288,0.0728839583212187,0.941898459395009,NA
"ENSG00000229228.1",0,NA,NA,NA,NA,NA
"ENSG00000162946.23",0,NA,NA,NA,NA,NA
"ENSG00000222986.1",0,NA,NA,NA,NA,NA
"ENSG00000286071.1",0,NA,NA,NA,NA,NA
"ENSG00000274121.1",0,NA,NA,NA,NA,NA
"ENSG00000226758.1",0,NA,NA,NA,NA,NA
"ENSG00000235152.1",0,NA,NA,NA,NA,NA
"ENSG00000236372.1",0,NA,NA,NA,NA,NA
"ENSG00000224436.1",0,NA,NA,NA,NA,NA
"ENSG00000242794.2",0,NA,NA,NA,NA,NA
"ENSG00000116991.11",1.96509151336601,-0.720387541608805,0.553647475914253,-1.25421405341307,0.209764213168196,NA
"ENSG00000238382.1",0,NA,NA,NA,NA,NA
"ENSG00000225919.1",0,NA,NA,NA,NA,NA
"ENSG00000236497.2",0,NA,NA,NA,NA,NA
"ENSG00000212916.6",0.232973638296796,0.132708481616019,0.365503007119298,0.30341878230755,0.761570733715961,NA
"ENSG00000206835.1",0,NA,NA,NA,NA,NA
"ENSG00000286774.1",0,NA,NA,NA,NA,NA
"ENSG00000232175.1",0,NA,NA,NA,NA,NA
"ENSG00000135778.12",2.47095755233694,-0.510266504721849,0.511568003364176,-0.973090128510297,0.330508509772202,NA
"ENSG00000135749.19",1.72498019033304,0.0199001686425576,0.559025236213546,-0.111221354502311,0.911440818245023,NA
"ENSG00000231940.1",0,NA,NA,NA,NA,NA
"ENSG00000251508.1",0,NA,NA,NA,NA,NA
"ENSG00000143674.11",1.461881886767,-0.108824066676112,0.55957633103605,-0.205538959904474,0.837151062206463,NA
"ENSG00000252501.1",0,NA,NA,NA,NA,NA
"ENSG00000287423.1",0,NA,NA,NA,NA,NA
"ENSG00000135750.15",3.75093720973356,-0.0691301551790767,0.453765157484774,-0.157832437818489,0.87458883732754,0.979897701581098
"ENSG00000265744.1",0.162892691850884,-0.0309283161554049,0.365293507425619,-0.096927093074521,0.922784292941141,NA
"ENSG00000286109.1",0,NA,NA,NA,NA,NA
"ENSG00000225486.1",0,NA,NA,NA,NA,NA
"ENSG00000286666.1",0.0265202916086958,-0.0697790832525442,0.365063658795212,-0.184250255011182,0.853817136477877,NA
"ENSG00000287921.1",0,NA,NA,NA,NA,NA
"ENSG00000183780.13",1.67032361853404,0.95179372656077,0.562855376388243,1.6936459678032,0.0903325775357777,NA
"ENSG00000236101.1",0,NA,NA,NA,NA,NA
"ENSG00000233332.1",0,NA,NA,NA,NA,NA
"ENSG00000231272.1",0,NA,NA,NA,NA,NA
"ENSG00000236244.1",0,NA,NA,NA,NA,NA
"ENSG00000232166.1",0,NA,NA,NA,NA,NA
"ENSG00000264377.1",0.513174671164233,0.349391149163594,0.47463370242893,0.690242318291866,0.490041815004685,NA
"ENSG00000235605.1",0.243803625308539,0.134114091657909,0.365449737041685,0.373188298826391,0.709008304337795,NA
"ENSG00000236358.1",0,NA,NA,NA,NA,NA
"ENSG00000273367.1",0,NA,NA,NA,NA,NA
"ENSG00000231663.1",0,NA,NA,NA,NA,NA
"ENSG00000168275.16",0.737295991138554,0.1738417803777,0.540849828790436,0.243497018212085,0.807620394735407,NA
"ENSG00000059588.10",1.3995809325764,-0.138834209144829,0.561020318246094,-0.255165006088057,0.798595657726217,NA
"ENSG00000231768.2",0,NA,NA,NA,NA,NA
"ENSG00000286210.1",0,NA,NA,NA,NA,NA
"ENSG00000287633.1",0.114555342070032,-0.0837842345095505,0.365131543428811,-0.267318869665904,0.789223659356412,NA
"ENSG00000230404.1",0,NA,NA,NA,NA,NA
"ENSG00000212144.1",0.0896760825736345,-0.0824243470944037,0.365061034087844,-0.236397224459135,0.813124449729345,NA
"ENSG00000168264.11",7.8212173858923,1.56735061994066,0.39920777364275,3.86853227663002,0.000109492444392185,0.0148822130417858
"ENSG00000228830.1",0,NA,NA,NA,NA,NA
"ENSG00000224939.1",0.164649099782347,0.0840618571483921,0.365178464229085,0.275043603861008,0.783282738628328,NA
"ENSG00000272362.1",0,NA,NA,NA,NA,NA
"ENSG00000228044.3",0,NA,NA,NA,NA,NA
"ENSG00000241475.1",0,NA,NA,NA,NA,NA
"ENSG00000230628.1",0,NA,NA,NA,NA,NA
"ENSG00000282097.1",0,NA,NA,NA,NA,NA
"ENSG00000227630.4",0,NA,NA,NA,NA,NA
"ENSG00000279261.2",0,NA,NA,NA,NA,NA
"ENSG00000286263.1",0,NA,NA,NA,NA,NA
"ENSG00000201638.2",0,NA,NA,NA,NA,NA
"ENSG00000239690.3",0,NA,NA,NA,NA,NA
"ENSG00000237520.1",0.0848085519143459,0.029817332983404,0.365076108682288,0.0728839583212187,0.941898459395009,NA
"ENSG00000238005.4",0.215066437241484,-0.123882738252788,0.365310394835682,-0.341582534173736,0.732665083136858,NA
"ENSG00000258082.1",0,NA,NA,NA,NA,NA
"ENSG00000280587.1",0.999917665245715,1.02524999552609,0.560135210727068,1.78337175631218,0.0745258076858824,NA
"ENSG00000233018.1",0,NA,NA,NA,NA,NA
"ENSG00000273416.1",0.236831548845903,0.0218818394380199,0.365438222822943,0.0830051590029556,0.933847437481396,NA
"ENSG00000173726.11",3.79621717504157,0.166519485953197,0.445905695795221,0.37340962376443,0.708843597934019,0.959220770697192
"ENSG00000207181.1",8.07157264826076,-0.522861671380625,0.392108174662149,-1.33527561157906,0.181786157698214,0.711168751853473
"ENSG00000188739.15",0.148652112366195,0.0813076492115141,0.365306414350345,0.204646585164775,0.837848255886638,NA
"ENSG00000054267.22",6.07171653611278,0.0491272124519218,0.403218384658901,0.117174543184682,0.906721739529394,0.988463417042311
"ENSG00000263439.1",0.3591776028921,0.302829814322789,0.406821224432947,0.675978036059413,0.499054590183893,NA
"ENSG00000236863.2",0,NA,NA,NA,NA,NA
"ENSG00000152904.11",0.866977308580481,-0.0972603902455121,0.556637477465192,-0.114641728933474,0.908729102834536,NA
"ENSG00000285053.1",0.362469757980708,0.0725081904261199,0.426372992921128,0.162036000646911,0.871277504050974,NA
"ENSG00000227962.1",0,NA,NA,NA,NA,NA
"ENSG00000230026.2",0,NA,NA,NA,NA,NA
"ENSG00000285177.1",0,NA,NA,NA,NA,NA
"ENSG00000284770.2",0.26064047170391,-0.203984929252617,0.365469715599678,-0.529828932636307,0.596230543232466,NA
"ENSG00000229795.2",0,NA,NA,NA,NA,NA
"ENSG00000162885.14",1.23264628166551,1.1605951921811,0.567075549242751,2.00636484060884,0.0448173366746511,NA
"ENSG00000238236.1",0,NA,NA,NA,NA,NA
"ENSG00000235638.1",0,NA,NA,NA,NA,NA
"ENSG00000231199.2",0,NA,NA,NA,NA,NA
"ENSG00000226663.2",0,NA,NA,NA,NA,NA
"ENSG00000231582.2",0,NA,NA,NA,NA,NA
"ENSG00000232714.1",0,NA,NA,NA,NA,NA
"ENSG00000235761.2",0,NA,NA,NA,NA,NA
"ENSG00000168243.11",0.0265202916086958,-0.0697790832525442,0.365063658795212,-0.184250255011182,0.853817136477877,NA
"ENSG00000270710.1",0,NA,NA,NA,NA,NA
"ENSG00000227236.2",0,NA,NA,NA,NA,NA
"ENSG00000143669.14",1.4433005365144,-0.165729606723521,0.558849655755274,-0.304612624129937,0.760661204038754,NA
"ENSG00000235674.2",0.0265202916086958,-0.0697790832525442,0.365063658795212,-0.184250255011182,0.853817136477877,NA
"ENSG00000229463.2",0,NA,NA,NA,NA,NA
"ENSG00000222831.1",0,NA,NA,NA,NA,NA
"ENSG00000206803.1",0,NA,NA,NA,NA,NA
"ENSG00000237845.1",0,NA,NA,NA,NA,NA
"ENSG00000229291.1",0,NA,NA,NA,NA,NA
"ENSG00000116962.15",1.03115961502093,0.171752428927694,0.564396333892453,0.274487420603435,0.783710069433209,NA
"ENSG00000252822.1",1.46566147821597,-0.428367140697144,0.563674712463748,-0.700692193038995,0.483495129193012,NA
"ENSG00000235371.1",0,NA,NA,NA,NA,NA
"ENSG00000286142.2",0,NA,NA,NA,NA,NA
"ENSG00000077585.14",1.10120501350231,0.912506849443279,0.566675733306164,1.65229541732225,0.0984743430643398,NA
"ENSG00000086619.14",1.05103297094441,0.358142170865188,0.565498571005066,0.645522484223546,0.518588652432599,NA
"ENSG00000222650.1",8.17380559379107,1.61710905564871,0.416909221344199,3.88444004764648,0.00010256599676884,0.0146509974767081
"ENSG00000237922.1",0,NA,NA,NA,NA,NA
"ENSG00000186197.15",0.0776578794322654,0.029817332983404,0.365076108682288,0.0728839583212187,0.941898459395009,NA
"ENSG00000244457.2",0,NA,NA,NA,NA,NA
"ENSG00000116977.19",1.17648330298845,0.471600446258559,0.567196235885911,0.961847343974856,0.336126292090268,NA
"ENSG00000223776.5",0,NA,NA,NA,NA,NA
"ENSG00000273058.2",0.0538384899672498,0.0311707364154572,0.365003123313856,0.101668322134193,0.919019947095521,NA
"ENSG00000230325.1",0.188546145632788,-0.0837842380389938,0.365131543445554,-0.26731887662656,0.789223653997545,NA
"ENSG00000119285.11",2.89529642975925,-0.509492392774171,0.499175294724475,-1.07392878738779,0.282854599828613,NA
"ENSG00000077522.15",1.43437220090399,0.103816335689641,0.567191127838249,0.260718682993882,0.794309457277992,NA
"ENSG00000116984.15",3.43044772346672,-0.248505631469324,0.474572608836857,-0.529090721109363,0.596742517918402,0.920238386980022
"ENSG00000226498.2",0,NA,NA,NA,NA,NA
"ENSG00000237991.3",0,NA,NA,NA,NA,NA
"ENSG00000244020.3",0,NA,NA,NA,NA,NA
"ENSG00000288099.1",0,NA,NA,NA,NA,NA
"ENSG00000198626.17",2.57207680845774,-0.424459169509094,0.537782609157885,-0.762742842357782,0.445616774791519,NA
"ENSG00000252396.1",0,NA,NA,NA,NA,NA
"ENSG00000266262.1",0.934095909055841,0.429452137614761,0.557560969300641,0.833189220616853,0.404738020978614,NA
"ENSG00000252290.1",0,NA,NA,NA,NA,NA
"ENSG00000237250.3",0,NA,NA,NA,NA,NA
"ENSG00000116996.10",0,NA,NA,NA,NA,NA
"ENSG00000243781.1",0,NA,NA,NA,NA,NA
"ENSG00000283174.1",0.223455593795942,0.134114094302861,0.365449737031792,0.384894323426475,0.700315711781784,NA
"ENSG00000283166.1",0,NA,NA,NA,NA,NA
"ENSG00000283377.1",0,NA,NA,NA,NA,NA
